participant_id,additional_doses,ad_recall,ad_emotion,trust_medical_endline,trust_government_endline,trust_pharma_endline,trust_media_endline,understand_vaccines_endline,vaccine_immunity_endline,personal_choice_endline,social_influence_endline,social_media_impact_endline,external_pressure_endline,judged_endline,bad_reaction_endline,variant_concern_endline,safety_concern_endline,conflicting_info_endline,short_term_effects_endline,long_term_effects_endline,risk_exaggerated_endline,preventive_measures_endline,access_delay_endline,incentives_help_endline,overall_view_change
1767,No,No,NA,4,3,2,3,5,4,5,5,3,1,3,3,5,4,2,2,2,1,3,5,4,Does not change
2985,Yes,No,More confident in vaccines,2,1,3,3,3,1,4,5,3,3,1,2,2,2,3,5,4,4,4,3,5,Does not change
2347,No,Yes,More motivated to protect others,3,5,2,4,4,5,3,2,4,1,1,4,5,4,2,4,4,2,1,5,4,Positive
1188,No,No,No strong feelings (neutral),3,1,5,5,2,3,4,4,4,2,3,2,1,3,1,1,4,3,2,5,5,Does not change
874,No,Yes,"More confident in vaccines, Overwhelmed",2,1,2,5,1,1,1,5,1,1,4,1,3,2,5,1,5,2,5,4,1,Does not change
3478,No,No,No strong feelings (neutral),3,5,3,3,1,5,2,4,2,3,1,3,1,5,4,2,3,1,3,4,2,Does not change
181,No,No,More confident in vaccines,2,5,4,1,2,4,2,3,2,4,3,5,4,4,4,2,4,1,2,3,2,Does not change
3727,Yes,Yes,"More motivated to protect others, More confident in vaccines",2,5,4,3,4,2,1,5,3,3,3,3,1,4,2,1,3,4,2,2,3,Does not change
1507,No,No,More anxious about side effects,5,4,3,4,2,1,5,4,2,2,4,2,4,2,2,3,2,1,3,3,3,Much more negative
2332,Yes,Yes,NA,2,2,3,5,5,5,5,2,2,3,3,2,3,3,2,2,3,1,4,4,4,Much more positive
902,Yes,Yes,"More confident in vaccines, Overwhelmed",4,5,3,4,1,1,4,3,1,5,4,1,4,2,5,5,3,2,5,2,1,Positive
1134,Yes,No,NA,5,4,2,2,3,2,1,4,2,2,4,2,4,1,4,1,3,3,2,1,2,Positive
1307,No,Yes,No strong feelings (neutral),4,1,5,4,5,5,4,2,4,4,5,5,4,3,2,4,1,4,3,3,2,Does not change
4063,Yes,No,NA,3,4,5,2,2,1,2,4,4,5,4,2,3,5,3,3,5,5,5,3,3,Does not change
2463,No,Yes,No strong feelings (neutral),5,2,5,2,5,5,4,3,5,3,2,2,2,3,3,4,3,1,3,3,4,Negative
2494,Yes,No,NA,3,2,5,3,5,3,2,5,3,3,3,3,1,4,4,3,4,2,4,5,4,Does not change
2322,No,Yes,No strong feelings (neutral),5,4,5,3,5,1,5,4,3,5,4,2,4,3,3,5,5,4,1,2,3,Does not change
4162,Yes,No,No strong feelings (neutral),2,4,1,4,4,4,5,1,1,2,1,1,4,5,2,1,5,5,5,4,5,Negative
2664,Yes,No,No strong feelings (neutral),5,3,4,5,2,5,3,3,4,5,2,1,5,4,4,4,3,5,3,4,2,Does not change
1958,Yes,Yes,More motivated to protect others,2,3,4,3,2,5,2,1,1,3,1,1,5,1,4,3,3,3,4,1,3,Does not change
4146,Yes,Yes,More confident in vaccines,4,5,2,5,2,2,3,2,4,2,5,2,1,4,5,5,5,1,2,3,5,Does not change
3106,No,Yes,No strong feelings (neutral),5,5,4,4,4,4,5,3,4,1,3,1,3,3,4,3,3,1,2,1,5,Does not change
390,Yes,Yes,More confident in vaccines,4,3,5,4,1,3,1,4,4,1,5,4,5,4,5,4,3,1,3,2,5,Does not change
3288,Yes,No,No strong feelings (neutral),3,3,3,3,2,4,2,1,1,4,4,4,5,3,5,4,5,2,5,5,5,Does not change
3852,No,No,No strong feelings (neutral),3,2,4,1,2,1,5,4,2,4,4,5,5,4,1,2,5,5,5,4,5,Does not change
2345,Yes,Yes,More motivated to protect others,3,5,3,1,4,3,2,4,3,5,2,1,2,1,3,1,3,2,2,3,3,Positive
292,No,Yes,No strong feelings (neutral),4,4,4,4,4,1,2,4,3,2,1,4,2,4,3,5,3,4,2,2,1,Does not change
2209,No,No,No strong feelings (neutral),3,4,4,3,2,5,2,4,5,5,4,5,5,1,4,1,4,5,1,3,4,Does not change
1058,Yes,Yes,More confident in vaccines,2,3,1,5,3,2,2,2,4,1,4,1,3,3,3,5,4,4,4,4,2,Does not change
2780,Yes,No,No strong feelings (neutral),2,3,4,4,5,4,4,2,3,1,2,4,1,3,4,4,2,2,2,5,1,Does not change
2030,No,Yes,No strong feelings (neutral),1,5,5,4,3,4,5,3,2,4,2,4,1,2,4,2,3,4,1,5,3,Does not change
380,Yes,Yes,Overwhelmed,5,4,5,5,5,1,4,2,1,3,5,1,4,3,5,2,4,4,4,1,3,Positive
4464,Yes,No,More motivated to protect others,5,5,5,2,5,4,4,1,3,1,1,5,3,1,3,1,1,4,1,1,2,Does not change
201,No,No,More anxious about side effects,4,2,4,2,3,1,3,4,4,2,3,3,3,1,3,3,3,3,3,2,2,Does not change
3601,No,No,No strong feelings (neutral),3,3,1,1,3,1,3,2,3,4,5,4,3,4,4,4,4,4,4,4,4,Does not change
1370,No,No,NA,2,5,3,1,3,1,1,1,5,3,1,3,3,3,4,5,4,3,2,2,4,Negative
456,Yes,Yes,"More confident in vaccines, Overwhelmed",1,3,2,3,1,4,1,4,1,3,5,5,5,2,5,5,3,4,5,4,1,Positive
1752,No,Yes,Overwhelmed,2,5,5,3,4,3,3,2,3,2,2,2,4,1,4,2,3,2,3,4,5,Positive
986,Yes,Yes,"More confident in vaccines, Overwhelmed",5,1,4,4,2,1,1,4,2,4,3,4,3,2,5,3,3,3,2,1,2,Positive
1040,No,Yes,No strong feelings (neutral),5,4,5,5,3,4,3,3,5,1,2,4,1,1,3,2,5,2,2,4,1,Does not change
4040,Yes,No,More confident in vaccines,5,5,3,4,4,3,2,3,4,1,4,2,1,1,1,2,3,1,2,2,1,Positive
2776,No,No,No strong feelings (neutral),4,2,3,1,1,3,3,1,3,4,3,5,2,3,3,2,2,3,4,1,3,Does not change
807,Yes,Yes,More motivated to protect others,4,1,5,2,3,3,3,3,1,1,3,3,2,2,3,1,1,3,2,2,3,Positive
440,Yes,Yes,More motivated to protect others,5,2,5,3,5,1,2,3,5,3,3,3,2,3,1,4,5,1,1,3,4,Does not change
2874,Yes,No,No strong feelings (neutral),5,5,2,4,1,1,2,3,3,2,5,5,4,5,2,3,3,4,5,4,3,Does not change
3175,No,No,No strong feelings (neutral),2,3,2,1,3,2,2,1,4,1,3,2,4,3,2,2,1,1,3,4,2,Negative
1593,No,No,NA,4,3,2,1,5,5,3,3,2,3,1,5,4,5,3,4,4,1,4,1,3,Does not change
4206,No,Yes,No strong feelings (neutral),3,1,2,1,2,1,2,3,1,5,4,5,4,3,3,3,4,4,5,4,3,Does not change
4019,Yes,Yes,More confident in vaccines,5,4,5,5,3,2,4,5,3,2,1,1,3,1,2,1,4,5,1,1,1,Positive
3930,No,Yes,NA,4,4,2,2,3,5,1,3,2,5,3,4,4,4,3,2,3,4,3,3,5,Does not change
3291,Yes,No,No strong feelings (neutral),5,2,4,5,3,5,5,4,5,5,4,5,3,4,5,1,2,1,3,3,2,Does not change
2682,Yes,Yes,More confident in vaccines,2,3,2,1,4,4,3,5,5,1,3,2,2,5,3,1,5,1,1,3,1,Does not change
505,Yes,Yes,No strong feelings (neutral),5,5,3,2,1,5,2,3,5,2,4,4,1,1,5,1,1,1,1,1,1,Much more positive
4584,No,Yes,NA,4,5,5,2,4,3,1,2,3,4,5,3,4,3,4,3,5,3,2,1,4,Does not change
2619,No,No,No strong feelings (neutral),2,2,4,5,3,4,2,4,4,2,4,2,5,3,4,3,3,4,3,1,3,Does not change
498,No,Yes,Overwhelmed,2,1,3,2,2,2,5,1,3,4,2,3,3,2,4,4,5,4,3,3,2,Does not change
2555,No,No,More confident in vaccines,5,5,2,4,5,5,2,5,3,1,3,1,1,1,1,3,4,1,5,5,4,Does not change
3437,No,No,No strong feelings (neutral),2,1,2,2,4,5,4,5,3,1,4,2,4,4,2,3,5,3,4,1,3,Does not change
4548,No,Yes,NA,2,4,4,3,5,3,4,2,3,5,4,3,3,1,3,4,5,5,3,4,4,Does not change
4726,Yes,Yes,No strong feelings (neutral),5,2,5,5,3,3,1,2,1,1,1,2,4,1,2,1,3,2,5,2,1,Much more positive
86,No,No,NA,5,4,3,2,5,4,1,5,4,2,1,1,4,3,3,3,5,4,2,3,1,Negative
4432,No,No,No strong feelings (neutral),5,5,1,4,3,2,1,2,2,3,4,1,4,5,3,1,4,5,3,5,3,Does not change
2766,No,No,No strong feelings (neutral),2,5,1,2,4,1,5,5,3,4,4,1,3,3,5,4,2,3,4,3,2,Does not change
99,No,No,No strong feelings (neutral),1,4,5,5,2,2,2,1,1,5,2,1,3,4,2,5,2,4,2,4,5,Does not change
1290,No,No,No strong feelings (neutral),2,5,2,1,1,1,3,5,2,2,4,3,4,3,4,3,5,3,5,2,3,Does not change
3718,Yes,No,More confident in vaccines,3,2,5,2,2,4,5,5,5,4,4,1,4,3,4,3,1,3,2,2,2,Negative
574,Yes,Yes,More motivated to protect others,5,2,5,5,4,4,3,5,4,4,1,2,1,1,2,1,2,1,2,4,3,Does not change
3853,Yes,No,No strong feelings (neutral),1,1,3,2,1,1,5,4,4,2,5,5,4,4,5,3,1,3,4,5,5,Does not change
4572,No,No,NA,1,1,2,2,2,2,4,1,2,5,3,3,4,5,4,4,4,3,5,4,4,Does not change
3211,Yes,No,No strong feelings (neutral),3,4,4,4,4,4,2,2,4,2,1,1,3,3,3,4,3,4,3,2,2,Does not change
839,No,Yes,More motivated to protect others,5,5,5,5,3,4,2,5,4,5,3,2,1,1,3,1,1,2,1,1,4,Does not change
1113,No,Yes,More confident in vaccines,5,5,4,5,5,1,2,2,2,1,2,2,2,5,5,2,1,3,3,1,2,Does not change
4908,Yes,No,NA,4,3,2,2,4,1,5,2,2,2,5,4,3,2,4,1,2,3,2,1,4,Does not change
4311,No,Yes,No strong feelings (neutral),5,3,5,2,5,3,3,4,3,2,2,3,3,2,3,1,4,3,3,3,4,Positive
4247,Yes,Yes,More confident in vaccines,4,5,2,5,4,5,5,3,2,4,3,1,2,1,4,1,2,3,1,3,2,Does not change
544,No,No,No strong feelings (neutral),3,3,2,4,3,3,2,4,2,5,3,2,1,5,3,4,3,4,1,4,4,Does not change
1945,Yes,No,More motivated to protect others,5,2,4,2,4,3,1,1,5,1,1,3,4,2,1,5,2,1,3,3,1,Negative
3100,No,No,No strong feelings (neutral),5,4,5,4,1,3,1,4,1,2,3,2,3,2,3,3,2,2,1,1,1,Does not change
2022,No,No,No strong feelings (neutral),4,3,3,3,2,4,2,2,2,2,2,2,5,1,3,1,1,5,2,5,1,Does not change
3536,No,No,NA,5,1,2,3,4,4,3,5,2,3,3,5,4,4,2,2,2,2,3,3,4,Negative
3936,Yes,Yes,NA,2,2,3,3,2,1,3,4,4,2,4,2,4,4,5,4,3,4,3,3,3,Much more positive
4673,No,Yes,No strong feelings (neutral),4,4,5,3,1,4,3,3,4,2,3,1,1,1,2,3,3,1,3,3,2,Does not change
3859,No,No,No strong feelings (neutral),5,3,4,4,3,4,4,3,4,3,2,2,3,1,2,4,4,4,3,1,2,Does not change
2039,No,No,No strong feelings (neutral),4,3,1,4,4,3,2,4,4,2,4,3,3,4,1,4,2,1,5,5,4,Much more negative
3008,Yes,No,No strong feelings (neutral),1,5,3,1,4,3,1,2,3,4,4,3,1,3,4,1,4,1,3,2,3,Negative
4010,Yes,Yes,More motivated to protect others,4,1,5,2,3,3,4,4,3,1,1,3,1,4,4,1,3,1,2,1,1,Positive
3403,Yes,Yes,No strong feelings (neutral),5,4,2,3,1,1,3,2,4,3,2,1,1,4,3,2,4,1,3,5,4,Does not change
4764,Yes,No,No strong feelings (neutral),5,5,3,4,2,5,2,5,3,3,1,3,1,4,5,3,5,5,5,1,5,Positive
85,Yes,Yes,No strong feelings (neutral),4,2,3,3,1,3,2,2,4,5,2,4,3,3,1,2,5,5,5,5,5,Does not change
2482,No,No,More motivated to protect others,4,3,1,4,1,2,3,3,2,3,3,5,3,3,1,2,3,4,1,3,4,Much more positive
542,No,No,No strong feelings (neutral),4,3,3,1,3,2,2,3,1,4,5,5,5,5,4,3,3,5,5,5,2,Does not change
4018,No,No,No strong feelings (neutral),2,2,2,2,4,4,4,2,2,4,3,3,4,3,4,3,3,3,3,2,3,Does not change
2869,No,Yes,"More confident in vaccines, Overwhelmed",2,3,2,1,2,3,3,3,2,2,5,5,1,5,4,5,2,3,3,3,4,Negative
1606,Yes,Yes,No strong feelings (neutral),2,5,1,5,4,4,2,2,2,4,3,3,3,2,4,2,4,3,3,2,5,Does not change
4281,No,No,No strong feelings (neutral),2,1,1,2,4,1,2,3,1,5,3,5,5,3,4,5,2,3,3,2,4,Does not change
4283,Yes,Yes,No strong feelings (neutral),4,5,5,2,2,2,2,3,2,3,1,3,2,3,3,1,3,4,2,4,3,Does not change
1869,Yes,No,NA,5,3,2,3,4,2,3,2,3,3,2,3,3,3,3,4,2,3,1,4,1,Does not change
518,Yes,Yes,No strong feelings (neutral),3,5,5,4,5,4,3,1,4,1,1,1,3,3,1,5,3,5,4,2,2,Positive
3611,Yes,No,NA,3,3,2,4,1,4,4,4,2,2,3,5,4,4,5,4,1,4,3,3,4,Negative
238,No,No,NA,2,3,4,4,1,4,3,3,1,2,4,5,2,4,1,1,5,2,3,3,3,Does not change
3714,Yes,No,More confident in vaccines,5,3,3,4,5,5,2,1,3,3,4,1,2,1,1,4,1,4,4,1,1,Much more positive
2459,Yes,No,No strong feelings (neutral),5,1,4,1,4,4,5,2,2,5,2,2,3,3,4,5,4,2,5,3,5,Does not change
259,No,No,No strong feelings (neutral),2,4,2,1,5,2,3,3,1,4,4,2,2,4,3,3,1,4,5,3,3,Does not change
897,Yes,Yes,"More confident in vaccines, More anxious about side effects",4,4,2,5,1,4,5,3,4,1,2,3,5,3,3,3,3,4,2,4,2,Does not change
1454,No,Yes,More motivated to protect others,4,4,5,5,3,5,2,3,3,3,1,3,1,3,2,5,3,2,4,2,1,Negative
2715,No,Yes,More motivated to protect others,2,4,5,3,4,2,2,3,5,5,2,3,3,2,1,4,1,4,3,2,2,Does not change
4261,No,Yes,No strong feelings (neutral),2,2,1,1,3,1,3,2,5,2,4,4,3,5,4,5,4,3,4,5,5,Does not change
2832,No,No,No strong feelings (neutral),3,1,1,3,2,3,3,3,1,4,4,2,5,5,4,2,5,5,4,4,1,Does not change
4388,No,Yes,No strong feelings (neutral),1,4,5,4,3,5,5,2,4,3,5,2,4,3,1,2,2,2,3,5,3,Does not change
4415,No,No,No strong feelings (neutral),3,5,5,5,2,3,4,1,3,1,1,4,2,3,2,2,3,3,4,1,1,Does not change
2106,No,Yes,No strong feelings (neutral),5,5,5,4,5,3,2,2,1,1,2,1,1,2,2,1,2,2,1,1,2,Does not change
1929,Yes,Yes,More anxious about side effects,3,5,3,5,3,2,5,2,5,1,3,4,1,1,1,4,5,5,5,4,2,Does not change
1534,Yes,Yes,"More confident in vaccines, Overwhelmed",1,2,1,5,2,4,3,2,5,4,1,5,1,2,5,5,5,5,2,2,1,Much more negative
1639,No,No,No strong feelings (neutral),5,4,4,5,3,1,5,3,3,2,2,2,2,4,3,5,4,4,1,2,2,Negative
2190,Yes,Yes,More motivated to protect others,5,5,5,3,4,5,4,2,5,2,1,1,3,4,3,1,3,2,2,1,1,Much more negative
3639,Yes,Yes,No strong feelings (neutral),5,1,4,5,3,4,5,1,5,2,1,5,3,1,5,3,1,5,2,3,1,Does not change
240,Yes,Yes,More confident in vaccines,5,3,3,5,3,3,1,5,3,1,4,1,3,3,1,1,1,3,1,2,3,Does not change
3268,Yes,Yes,More confident in vaccines,5,4,1,5,5,3,2,4,4,1,1,2,3,1,3,3,4,1,1,2,1,Does not change
4772,No,No,More confident in vaccines,4,3,5,5,2,4,3,5,3,1,3,2,4,1,3,2,3,3,4,4,3,Positive
590,No,Yes,No strong feelings (neutral),3,5,1,4,1,3,3,3,4,3,3,4,1,4,5,4,4,3,3,1,1,Negative
2083,No,Yes,More motivated to protect others,5,3,4,5,5,5,3,2,1,1,1,2,4,1,1,4,2,2,2,2,3,Much more positive
751,Yes,Yes,No strong feelings (neutral),5,4,5,2,5,4,3,3,2,3,2,1,1,2,4,2,2,1,1,2,2,Does not change
4861,No,Yes,"More confident in vaccines, Overwhelmed",1,1,1,2,3,1,2,3,3,4,3,2,1,4,5,3,3,3,5,2,3,Does not change
1643,No,Yes,More confident in vaccines,5,3,4,5,5,4,4,4,4,1,1,1,3,1,2,5,1,1,2,2,2,Does not change
4647,Yes,No,More confident in vaccines,3,5,4,4,2,4,2,3,1,4,3,3,1,3,1,3,1,2,3,3,1,Does not change
957,No,No,NA,4,1,4,4,5,5,3,4,1,4,2,3,1,3,1,5,4,5,3,2,4,Does not change
15,No,Yes,No strong feelings (neutral),5,4,5,3,4,3,3,3,3,1,1,3,4,5,5,5,3,3,3,3,3,Does not change
3080,Yes,No,No strong feelings (neutral),2,4,3,4,4,3,3,2,3,1,3,5,3,3,2,3,3,3,2,5,4,Positive
4594,Yes,Yes,No strong feelings (neutral),5,5,3,1,5,4,4,2,2,3,3,1,1,4,2,1,1,2,2,2,2,Positive
1638,No,No,No strong feelings (neutral),3,2,3,4,4,2,4,1,4,3,3,5,3,4,3,4,4,3,4,4,3,Positive
4671,Yes,Yes,No strong feelings (neutral),3,3,3,1,5,3,4,2,2,5,1,4,3,1,5,3,4,1,3,3,3,Does not change
3122,Yes,Yes,Overwhelmed,5,4,4,5,5,3,4,2,4,3,4,5,4,3,4,1,3,5,2,5,5,Positive
2496,No,Yes,No strong feelings (neutral),5,4,5,2,1,5,2,2,2,4,3,1,1,3,3,4,3,4,3,3,4,Does not change
666,No,No,NA,5,1,4,3,2,4,1,3,3,3,2,3,3,2,2,1,3,5,1,4,3,Does not change
2068,No,Yes,Overwhelmed,5,3,5,2,3,5,4,4,1,3,1,1,3,5,5,3,4,4,3,1,2,Positive
3737,No,Yes,"More motivated to protect others, More confident in vaccines",5,5,5,2,4,5,3,1,5,3,3,2,1,4,2,1,3,2,4,4,1,Positive
3572,Yes,Yes,More motivated to protect others,4,4,5,4,5,3,3,5,2,1,2,1,3,3,4,1,1,2,2,3,3,Positive
4522,No,Yes,No strong feelings (neutral),5,5,5,4,4,4,2,3,4,2,3,3,3,2,3,1,2,1,1,2,1,Does not change
449,Yes,No,No strong feelings (neutral),4,3,3,5,5,3,1,2,1,3,5,3,1,1,2,5,2,5,2,2,2,Much more negative
3822,No,No,No strong feelings (neutral),5,3,2,3,1,5,5,1,1,5,4,3,5,2,2,3,2,1,4,5,2,Positive
2328,No,Yes,"More motivated to protect others, More anxious about side effects",1,1,3,4,3,2,1,4,4,5,5,4,2,2,3,3,2,2,3,3,5,Much more positive
3521,Yes,Yes,More motivated to protect others,5,3,5,5,5,3,4,3,2,1,1,3,1,5,3,4,3,1,2,1,4,Much more positive
1412,No,No,No strong feelings (neutral),5,4,1,5,2,3,3,1,4,3,4,3,1,5,1,2,2,3,1,5,5,Does not change
1600,No,No,NA,4,2,3,2,4,5,4,2,2,2,5,3,2,2,3,1,1,4,3,4,1,Does not change
727,No,No,No strong feelings (neutral),5,4,1,4,4,2,2,4,4,5,3,4,3,4,2,5,3,2,5,3,2,Does not change
1937,No,No,No strong feelings (neutral),1,4,3,5,2,3,2,3,3,4,5,3,2,4,3,5,3,5,5,3,5,Does not change
2737,No,Yes,More motivated to protect others,3,4,2,5,5,4,2,4,2,1,1,1,3,2,1,2,1,2,1,1,3,Does not change
2855,Yes,Yes,"More confident in vaccines, Overwhelmed",1,5,2,3,2,2,3,2,1,5,4,5,5,1,4,2,5,4,4,4,4,Positive
4353,Yes,Yes,More confident in vaccines,4,2,2,4,5,1,2,3,3,4,1,4,3,1,2,3,4,2,1,3,3,Does not change
2256,No,No,No strong feelings (neutral),3,3,2,5,1,1,2,4,4,5,2,3,2,5,1,3,5,3,3,3,4,Does not change
355,Yes,No,More confident in vaccines,5,3,5,5,2,2,3,3,2,1,2,1,3,1,2,1,3,1,1,3,2,Does not change
2113,Yes,No,No strong feelings (neutral),2,3,2,1,1,4,1,2,2,4,2,3,3,3,3,5,3,2,2,1,2,Much more negative
1060,Yes,No,More confident in vaccines,2,3,4,4,3,4,1,5,4,1,3,3,3,2,4,1,3,4,1,1,3,Positive
2358,Yes,Yes,No strong feelings (neutral),5,2,5,4,4,3,2,5,4,1,4,3,4,2,1,1,2,3,1,2,3,Does not change
1011,No,No,No strong feelings (neutral),1,2,3,3,4,2,4,2,2,1,5,2,5,4,4,5,1,5,5,5,3,Does not change
1575,No,No,No strong feelings (neutral),4,1,5,1,3,5,1,2,3,2,3,3,2,2,4,5,3,5,4,4,3,Negative
1499,No,Yes,"Overwhelmed, More anxious about side effects",5,3,4,1,4,2,1,3,1,3,4,2,1,1,5,3,1,3,5,2,3,Positive
1618,Yes,No,No strong feelings (neutral),1,5,1,1,4,1,5,3,4,4,2,3,3,2,2,5,1,2,5,2,4,Does not change
1371,Yes,Yes,Overwhelmed,5,5,3,5,5,3,3,2,2,2,5,2,1,1,4,5,3,4,2,1,2,Does not change
4393,Yes,Yes,Overwhelmed,4,4,5,4,4,4,1,2,2,3,2,3,2,3,5,2,3,1,3,2,4,Negative
2679,No,Yes,More confident in vaccines,3,3,3,1,3,3,3,4,1,3,4,1,1,1,4,3,2,2,1,2,2,Negative
716,Yes,Yes,More confident in vaccines,3,3,5,5,1,3,4,2,2,1,3,2,1,4,2,1,1,3,1,2,1,Positive
687,Yes,Yes,More motivated to protect others,5,5,2,4,4,5,4,2,2,3,1,2,1,4,3,2,1,1,1,4,1,Much more positive
1680,Yes,Yes,More confident in vaccines,5,4,5,5,2,2,3,3,4,1,3,4,3,4,1,2,3,3,4,1,2,Negative
4525,No,No,No strong feelings (neutral),3,4,2,2,5,1,3,2,4,1,2,3,2,2,2,5,3,4,2,2,4,Does not change
3351,Yes,No,No strong feelings (neutral),3,1,2,2,4,4,2,4,2,2,2,3,1,5,5,4,5,5,5,4,4,Much more positive
3124,No,Yes,No strong feelings (neutral),3,2,5,5,3,5,4,4,4,3,1,2,2,3,5,4,1,3,3,2,1,Positive
3799,No,No,No strong feelings (neutral),4,3,2,4,2,5,1,3,4,1,3,5,1,4,2,2,3,1,5,3,4,Negative
740,Yes,No,No strong feelings (neutral),5,1,4,1,4,5,4,1,1,4,3,1,5,2,3,1,4,5,1,5,4,Does not change
1664,Yes,Yes,No strong feelings (neutral),5,4,4,3,5,3,2,4,4,3,2,1,4,3,3,2,4,1,1,1,2,Does not change
1516,Yes,No,No strong feelings (neutral),5,1,5,5,5,4,3,4,2,1,1,2,1,3,1,2,1,1,2,1,1,Does not change
4693,No,Yes,More motivated to protect others,3,4,2,4,5,2,5,2,4,1,1,3,2,3,4,3,1,2,1,2,3,Does not change
1532,No,Yes,No strong feelings (neutral),2,2,3,5,4,4,3,3,1,2,4,1,4,1,5,1,3,4,3,1,4,Positive
750,Yes,No,More confident in vaccines,3,5,5,5,3,5,5,3,4,2,1,2,2,1,3,1,1,4,5,2,2,Does not change
4509,No,No,More motivated to protect others,3,5,3,3,4,5,1,1,4,4,3,2,1,4,2,1,4,3,4,4,2,Does not change
3756,No,Yes,No strong feelings (neutral),3,5,5,4,5,3,4,2,2,4,1,3,5,2,5,2,4,3,1,2,2,Does not change
4231,Yes,Yes,More confident in vaccines,3,4,5,5,5,5,3,3,4,2,1,2,3,3,1,4,2,2,2,1,2,Does not change
782,No,Yes,No strong feelings (neutral),1,1,1,1,1,2,4,1,4,1,1,5,1,4,2,5,5,5,3,5,4,Positive
4249,No,No,"More motivated to protect others, More confident in vaccines",4,1,5,4,4,5,2,4,2,3,3,3,4,3,2,3,4,5,5,3,2,Does not change
2460,No,No,No strong feelings (neutral),3,3,1,1,2,1,3,3,3,4,5,1,4,2,4,2,5,1,1,4,5,Does not change
4848,No,Yes,More confident in vaccines,3,4,2,4,4,3,4,5,3,3,4,3,1,1,3,4,3,1,5,4,3,Does not change
4628,No,Yes,No strong feelings (neutral),5,2,1,2,1,1,5,3,2,4,1,2,2,5,3,5,4,3,2,5,1,Does not change
61,No,No,No strong feelings (neutral),3,2,3,5,3,2,5,4,3,3,2,4,3,4,1,4,2,3,3,2,3,Does not change
2554,Yes,No,More confident in vaccines,5,5,1,3,1,2,5,2,2,4,2,3,3,1,1,2,1,4,1,4,4,Much more negative
3493,Yes,Yes,More motivated to protect others,3,1,1,3,5,4,3,3,2,2,1,1,1,3,2,3,2,1,4,1,1,Does not change
4079,Yes,Yes,Overwhelmed,4,5,4,5,3,2,5,2,4,3,3,1,2,4,4,2,3,1,3,2,3,Does not change
4375,No,Yes,"More motivated to protect others, More confident in vaccines",3,3,2,3,4,4,5,2,3,4,3,5,5,1,1,3,2,3,4,2,3,Does not change
4537,No,No,More anxious about side effects,1,3,2,2,1,5,3,5,5,3,1,4,3,2,3,1,1,1,3,1,5,Positive
2718,Yes,No,No strong feelings (neutral),2,1,4,4,4,2,3,1,3,4,3,4,1,2,1,3,3,1,2,3,3,Does not change
3761,Yes,Yes,No strong feelings (neutral),2,3,5,4,4,4,5,3,3,1,2,2,2,2,1,3,3,1,1,2,1,Does not change
1935,Yes,Yes,No strong feelings (neutral),3,4,3,2,1,3,1,4,2,2,2,3,2,4,3,2,2,3,4,5,1,Does not change
873,Yes,Yes,"More motivated to protect others, More anxious about side effects",5,3,5,5,2,3,4,4,3,5,3,4,3,1,4,4,1,5,2,4,3,Does not change
329,No,No,No strong feelings (neutral),2,4,3,4,5,4,4,2,3,4,2,3,4,2,3,2,2,4,4,5,3,Positive
424,No,Yes,No strong feelings (neutral),5,4,4,4,3,3,3,2,5,3,1,3,1,5,2,5,2,1,2,5,2,Does not change
3071,No,No,No strong feelings (neutral),3,1,2,5,2,3,3,3,4,2,2,2,3,1,2,4,5,3,4,3,4,Does not change
1965,No,Yes,No strong feelings (neutral),3,5,2,1,4,2,1,5,3,2,3,4,1,1,3,1,3,2,5,1,3,Does not change
3431,No,No,More motivated to protect others,5,3,3,1,3,4,2,3,4,4,2,3,2,2,3,3,3,3,2,5,5,Does not change
3470,Yes,No,"More confident in vaccines, More anxious about side effects",5,5,4,3,2,4,3,2,1,3,4,1,1,1,4,3,2,1,2,3,2,Does not change
3565,Yes,No,More confident in vaccines,1,5,2,5,4,3,4,1,3,2,3,1,3,2,3,2,2,1,2,2,4,Negative
2800,No,No,No strong feelings (neutral),4,2,4,1,4,3,3,3,5,2,2,4,3,4,1,4,4,2,2,2,1,Does not change
4453,No,No,No strong feelings (neutral),2,4,3,1,3,1,1,4,4,5,4,2,5,5,2,3,2,3,4,4,2,Does not change
4746,Yes,Yes,No strong feelings (neutral),5,3,5,3,4,5,3,4,5,2,2,2,1,1,5,1,3,1,1,5,1,Does not change
1568,No,No,No strong feelings (neutral),1,1,3,3,4,5,3,3,5,1,1,3,3,3,3,4,3,2,2,2,5,Does not change
4902,No,No,No strong feelings (neutral),3,5,5,3,4,1,2,4,1,4,2,5,5,3,1,1,5,5,4,4,2,Does not change
4384,Yes,No,More confident in vaccines,5,2,5,3,3,3,3,3,3,3,1,3,1,3,1,1,1,2,2,2,3,Positive
2264,Yes,No,No strong feelings (neutral),3,5,5,2,5,5,2,2,3,2,4,3,4,1,2,4,1,1,4,2,4,Does not change
2225,No,Yes,No strong feelings (neutral),3,2,4,3,4,4,1,5,3,5,3,1,2,2,2,3,3,3,4,3,5,Does not change
3318,No,No,No strong feelings (neutral),3,2,3,2,2,3,4,2,2,5,5,3,5,2,3,5,3,5,4,2,1,Does not change
2966,Yes,Yes,No strong feelings (neutral),3,2,5,5,5,4,4,4,2,1,3,1,3,1,1,2,1,2,3,1,1,Does not change
